Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,1388,Research & Development,2,3,Technical Degree,1,698,2,Female,48,2,5,Healthcare Representative,3,Married,17373,13124,6,Y,No,21,3,1,80,1,28,3,3,18,4,4,3
36,No,Travel_Frequently,344,Sales,25,2,Medical,1,699,3,Female,97,2,2,Sales Executive,4,Divorced,3544,17004,1,Y,Yes,21,3,1,80,3,15,3,1,4,3,1,2
49,Yes,Non-Travel,324,Research & Development,19,1,Other,1,700,4,Female,93,2,2,Healthcare Representative,4,Divorced,12431,5343,9,Y,No,10,3,3,80,2,31,1,2,9,6,2,9
19,No,Travel_Frequently,500,Research & Development,11,2,Medical,1,701,1,Female,55,4,2,Manufacturing Director,3,Married,19680,11499,4,Y,No,14,4,4,80,3,1,0,3,1,1,1,1
28,Yes,Travel_Frequently,913,Sales,25,5,Other,1,702,4,Male,84,3,3,Sales Manager,2,Married,7952,22796,5,Y,No,11,3,3,80,0,7,3,2,7,7,4,7
28,Yes,Travel_Rarely,409,Research & Development,18,5,Medical,1,703,2,Male,66,4,1,Manufacturing Director,1,Married,7166,5834,1,Y,No,7,4,2,80,3,7,2,3,7,3,0,6
33,Yes,Travel_Frequently,1376,Sales,25,2,Other,1,704,2,Female,95,1,5,Sales Executive,2,Divorced,10493,2886,2,Y,Yes,25,4,1,80,2,11,5,2,11,7,1,6
54,Yes,Non-Travel,414,Human Resources,27,2,Life Sciences,1,705,3,Male,85,4,2,Human Resources,1,Divorced,19639,19807,2,Y,No,18,4,1,80,1,32,4,1,12,5,1,6
52,No,Non-Travel,1166,Research & Development,19,3,Marketing,1,706,4,Male,71,3,1,Research Scientist,3,Married,12278,14704,8,Y,Yes,25,4,1,80,3,33,5,4,15,9,7,4
60,Yes,Non-Travel,1352,Human Resources,7,5,Medical,1,707,4,Male,62,3,2,Manager,1,Single,7344,19429,2,Y,No,11,3,1,80,1,38,6,4,10,2,0,5
44,Yes,Non-Travel,142,Human Resources,24,5,Life Sciences,1,708,2,Female,51,3,5,Human Resources,2,Divorced,15429,2069,8,Y,No,6,3,3,80,1,22,4,2,2,2,2,2
24,Yes,Travel_Frequently,1451,Research & Development,23,1,Marketing,1,709,2,Male,37,4,2,Research Director,4,Married,7600,3954,0,Y,Yes,19,4,4,80,1,4,6,2,4,3,3,4
53,Yes,Travel_Rarely,1031,Human Resources,29,5,Technical Degree,1,710,1,Male,43,1,2,Human Resources,1,Divorced,15030,10120,1,Y,Yes,18,4,2,80,3,35,5,2,11,2,2,3
32,No,Travel_Rarely,931,Human Resources,24,5,Human Resources,1,711,4,Male,91,1,3,Human Resources,3,Single,2648,18154,9,Y,Yes,17,3,2,80,1,15,5,1,3,3,3,3
35,No,Non-Travel,1417,Sales,15,5,Medical,1,712,2,Male,61,4,4,Sales Manager,1,Single,19473,19728,8,Y,No,14,4,2,80,3,18,3,4,4,4,4,4
43,Yes,Travel_Rarely,557,Human Resources,7,5,Marketing,1,713,3,Female,64,4,2,Human Resources,2,Single,12687,23992,4,Y,No,18,3,1,80,2,25,2,4,17,10,2,6
57,No,Travel_Rarely,622,Research & Development,1,5,Marketing,1,714,3,Female,75,4,5,Manufacturing Director,1,Married,18319,24465,8,Y,No,24,4,2,80,3,35,0,3,18,10,7,5
36,Yes,Travel_Rarely,1338,Sales,10,3,Medical,1,715,3,Female,51,1,5,Sales Manager,2,Divorced,2323,23721,9,Y,No,25,4,1,80,0,18,1,1,1,1,1,1
47,No,Travel_Rarely,1273,Human Resources,18,4,Marketing,1,716,3,Male,54,4,1,Human Resources,2,Married,19682,23814,4,Y,Yes,6,4,4,80,1,27,6,3,17,2,2,1
44,No,Non-Travel,1421,Sales,2,2,Technical Degree,1,717,1,Male,56,3,1,Sales Executive,3,Single,13661,2566,5,Y,No,16,4,2,80,0,27,4,4,13,7,1,10
54,No,Non-Travel,197,Research & Development,14,4,Other,1,718,2,Male,59,3,5,Research Scientist,1,Divorced,6026,10892,0,Y,No,14,4,4,80,3,32,2,4,4,4,4,4
53,Yes,Non-Travel,971,Research & Development,11,2,Marketing,1,719,3,Female,52,1,2,Manufacturing Director,2,Married,12335,8037,5,Y,Yes,10,3,2,80,1,35,3,3,20,7,7,3
37,No,Travel_Frequently,561,Sales,8,3,Human Resources,1,720,3,Female,70,2,3,Sales Manager,3,Married,19510,2200,9,Y,Yes,20,3,3,80,2,18,0,2,11,3,1,4
56,Yes,Travel_Frequently,654,Research & Development,25,2,Technical Degree,1,721,3,Male,98,3,1,Laboratory Technician,3,Single,15946,23054,7,Y,No,22,3,3,80,0,35,1,2,5,5,5,3
40,No,Travel_Rarely,1183,Sales,12,3,Life Sciences,1,722,4,Male,36,3,5,Sales Executive,4,Divorced,3711,13903,9,Y,Yes,14,3,3,80,2,18,3,3,15,2,0,6
58,Yes,Travel_Rarely,692,Sales,4,2,Marketing,1,723,1,Male,56,4,3,Sales Manager,2,Married,10518,3200,5,Y,Yes,15,3,2,80,0,40,4,1,10,10,7,4
22,No,Travel_Frequently,1073,Research & Development,18,5,Human Resources,1,724,3,Male,55,2,1,Manufacturing Director,1,Single,19803,2315,2,Y,No,14,4,3,80,3,4,0,2,3,3,2,3
44,Yes,Non-Travel,671,Human Resources,17,2,Marketing,1,725,4,Female,78,4,4,Human Resources,2,Divorced,11585,18271,9,Y,Yes,7,4,4,80,0,22,2,1,12,7,7,4
43,No,Travel_Rarely,198,Sales,2,5,Human Resources,1,726,2,Male,98,4,4,Sales Representative,1,Divorced,5675,21515,9,Y,Yes,22,4,2,80,2,25,1,3,19,10,0,1
52,Yes,Travel_Rarely,997,Sales,24,5,Marketing,1,727,3,Female,51,3,3,Sales Executive,2,Divorced,14147,20384,8,Y,Yes,16,4,1,80,3,34,1,1,10,10,7,10
55,No,Travel_Frequently,772,Human Resources,18,5,Human Resources,1,728,3,Female,97,1,2,Human Resources,2,Divorced,2471,11805,3,Y,Yes,13,4,4,80,2,38,6,4,20,8,1,8
43,Yes,Travel_Rarely,1203,Research & Development,28,2,Other,1,729,2,Male,40,1,2,Research Scientist,1,Single,18111,11014,8,Y,Yes,15,3,4,80,2,21,4,4,3,3,3,3
27,Yes,Travel_Frequently,1478,Research & Development,17,5,Medical,1,730,1,Female,80,2,1,Research Director,1,Married,6146,2654,8,Y,No,8,3,2,80,2,5,6,2,5,1,1,4
59,No,Travel_Frequently,771,Human Resources,17,1,Medical,1,731,2,Female,37,4,1,Manager,4,Married,11286,6444,5,Y,No,14,3,1,80,0,41,5,3,4,4,1,1
43,No,Travel_Frequently,1215,Human Resources,8,1,Medical,1,732,4,Male,71,3,5,Manager,2,Married,12940,16096,3,Y,No,7,4,1,80,3,23,6,3,8,8,0,1
33,Yes,Travel_Rarely,1065,Sales,8,2,Marketing,1,733,4,Female,92,2,1,Sales Executive,4,Divorced,9863,7954,6,Y,Yes,19,3,4,80,3,16,2,1,16,1,1,9
51,No,Non-Travel,187,Research & Development,20,3,Marketing,1,734,2,Male,77,1,1,Manufacturing Director,4,Married,10703,6077,7,Y,Yes,6,3,2,80,0,31,2,1,7,6,4,7
31,No,Travel_Rarely,1278,Sales,4,5,Life Sciences,1,735,4,Female,82,4,3,Sales Manager,3,Single,2708,20845,8,Y,No,6,4,1,80,2,13,1,2,8,8,5,4
50,Yes,Non-Travel,1232,Research & Development,28,3,Marketing,1,736,2,Female,45,1,3,Laboratory Technician,3,Married,15920,5462,7,Y,No,17,4,2,80,3,28,4,1,15,5,3,1
48,Yes,Travel_Rarely,1339,Research & Development,25,3,Human Resources,1,737,4,Female,31,2,2,Laboratory Technician,1,Divorced,2276,22404,7,Y,Yes,8,4,2,80,3,29,3,2,1,1,1,1
28,No,Travel_Frequently,235,Research & Development,21,1,Other,1,738,2,Male,32,1,1,Laboratory Technician,2,Married,11158,3854,5,Y,Yes,20,4,3,80,0,9,6,3,9,3,0,5
59,Yes,Non-Travel,623,Human Resources,25,5,Technical Degree,1,739,1,Male,82,3,1,Manager,4,Single,14772,8707,4,Y,No,10,3,3,80,1,41,1,2,15,1,1,3
59,No,Non-Travel,202,Research & Development,7,4,Life Sciences,1,740,2,Male,90,4,5,Healthcare Representative,1,Single,9048,2393,4,Y,No,9,4,2,80,0,40,0,1,17,7,1,7
33,Yes,Travel_Frequently,161,Human Resources,19,2,Life Sciences,1,741,3,Female,37,2,2,Manager,1,Married,12256,5138,0,Y,No,20,3,1,80,3,11,1,4,11,8,7,10
20,Yes,Travel_Frequently,345,Research & Development,2,2,Life Sciences,1,742,1,Female,33,4,5,Laboratory Technician,4,Single,8082,10319,8,Y,Yes,15,4,1,80,3,1,4,2,1,1,1,1
18,No,Travel_Rarely,395,Sales,10,3,Medical,1,743,2,Female,73,1,2,Sales Executive,1,Married,2504,7933,2,Y,No,11,4,3,80,1,1,5,3,1,1,1,1
48,Yes,Travel_Rarely,1241,Research & Development,4,5,Life Sciences,1,744,3,Male,33,3,4,Laboratory Technician,3,Married,11833,24188,3,Y,Yes,9,4,1,80,2,27,0,4,16,7,1,8
54,Yes,Travel_Frequently,1152,Research & Development,10,5,Human Resources,1,745,1,Male,83,4,4,Laboratory Technician,1,Married,16023,6158,9,Y,No,11,4,3,80,3,36,3,3,14,5,5,9
32,No,Travel_Rarely,203,Human Resources,10,5,Life Sciences,1,746,2,Female,81,4,5,Human Resources,2,Divorced,3429,20719,9,Y,No,21,3,3,80,0,14,2,2,5,2,2,5
35,Yes,Travel_Rarely,508,Research & Development,9,5,Medical,1,747,3,Female,92,3,5,Laboratory Technician,1,Single,7455,24489,6,Y,Yes,9,3,2,80,3,14,0,2,5,1,1,2
53,No,Travel_Frequently,343,Human Resources,4,3,Other,1,748,2,Female,81,4,4,Manager,2,Single,10261,2086,9,Y,No,5,3,2,80,1,31,1,4,1,1,1,1
55,No,Travel_Rarely,183,Sales,18,5,Life Sciences,1,749,2,Female,36,2,5,Sales Executive,4,Divorced,10026,2755,1,Y,Yes,24,4,1,80,2,37,5,1,14,8,4,7
23,Yes,Travel_Frequently,487,Research & Development,9,1,Marketing,1,750,2,Male,63,3,5,Healthcare Representative,3,Divorced,2595,23781,5,Y,No,5,3,2,80,2,5,3,3,5,5,4,3
38,No,Travel_Rarely,646,Sales,14,5,Human Resources,1,751,2,Female,32,2,5,Sales Representative,2,Divorced,6520,6563,7,Y,Yes,22,3,4,80,2,17,0,3,2,2,0,2
43,Yes,Travel_Frequently,427,Human Resources,11,5,Marketing,1,752,3,Male,58,1,4,Human Resources,1,Single,12209,13286,2,Y,Yes,19,3,2,80,2,24,6,1,8,6,3,7
39,No,Travel_Rarely,1332,Sales,19,1,Other,1,753,4,Male,52,4,2,Sales Executive,1,Divorced,17225,9178,0,Y,Yes,6,4,1,80,2,19,1,1,13,2,0,1
47,No,Travel_Frequently,1190,Human Resources,24,1,Other,1,754,3,Male,77,4,2,Human Resources,2,Single,10666,2377,6,Y,Yes,20,4,3,80,1,25,3,3,12,2,2,1
37,Yes,Non-Travel,733,Research & Development,20,4,Technical Degree,1,755,4,Male,92,3,4,Research Director,1,Single,8716,6879,1,Y,Yes,13,3,4,80,0,17,4,4,8,1,1,8
38,No,Non-Travel,665,Human Resources,17,2,Technical Degree,1,756,3,Male,39,4,4,Human Resources,3,Divorced,6260,22362,6,Y,Yes,19,4,4,80,3,19,6,4,13,6,6,3
55,Yes,Travel_Frequently,741,Research & Development,10,2,Marketing,1,757,4,Male,64,3,4,Research Scientist,4,Divorced,9710,8864,8,Y,Yes,14,3,2,80,0,37,1,1,16,5,2,3
58,Yes,Travel_Frequently,307,Sales,26,5,Other,1,758,4,Female,93,2,3,Sales Executive,2,Married,6054,8408,2,Y,No,22,3,1,80,2,36,1,4,13,5,4,2
55,Yes,Travel_Frequently,811,Human Resources,26,5,Medical,1,759,2,Female,42,1,5,Human Resources,3,Divorced,2599,5301,6,Y,No,6,3,3,80,2,37,5,2,1,1,1,1
29,Yes,Non-Travel,514,Sales,27,1,Other,1,760,1,Male,50,4,3,Sales Executive,1,Single,3915,4047,3,Y,Yes,11,3,1,80,3,10,0,3,5,2,2,1
48,No,Travel_Frequently,1139,Sales,18,1,Other,1,761,3,Male,63,4,1,Sales Manager,3,Single,3668,5228,6,Y,Yes,23,4,1,80,3,26,0,1,4,4,2,4
39,No,Non-Travel,1058,Human Resources,18,5,Medical,1,762,1,Male,37,4,1,Human Resources,4,Married,6508,9428,8,Y,No,19,3,1,80,3,22,6,1,15,9,0,8
27,Yes,Travel_Rarely,1016,Human Resources,25,5,Human Resources,1,763,3,Male,83,2,3,Manager,1,Single,3321,20338,1,Y,Yes,8,3,3,80,3,9,3,3,7,7,5,4
59,No,Non-Travel,1229,Research & Development,27,3,Medical,1,764,1,Female,75,4,4,Laboratory Technician,4,Divorced,14531,16938,1,Y,No,13,4,4,80,1,40,0,3,19,1,1,10
25,No,Non-Travel,1083,Human Resources,24,3,Other,1,765,3,Male,31,1,1,Human Resources,2,Divorced,2144,9129,1,Y,Yes,11,4,3,80,2,6,5,2,6,3,3,2
32,No,Non-Travel,568,Human Resources,10,5,Marketing,1,766,4,Male,35,1,2,Human Resources,4,Married,12367,6828,1,Y,No,8,4,3,80,0,15,5,4,14,10,1,1
33,Yes,Non-Travel,418,Research & Development,1,5,Marketing,1,767,3,Male,92,1,5,Research Director,4,Divorced,10505,18566,5,Y,Yes,23,4,2,80,0,11,2,3,4,4,4,4
22,Yes,Travel_Frequently,1409,Research & Development,16,3,Life Sciences,1,768,2,Female,35,2,5,Laboratory Technician,4,Married,14333,24001,8,Y,No,24,4,1,80,2,1,2,2,1,1,1,1
41,No,Travel_Rarely,886,Research & Development,4,4,Technical Degree,1,769,1,Female,63,4,3,Research Scientist,2,Married,13850,23375,0,Y,No,20,3,1,80,0,22,2,4,7,1,1,2
51,Yes,Travel_Frequently,907,Research & Development,15,4,Marketing,1,770,3,Male,97,2,5,Research Director,1,Single,10505,15199,2,Y,No,9,4,4,80,2,32,3,4,2,2,2,2
46,Yes,Non-Travel,546,Sales,24,2,Medical,1,771,4,Female,97,1,2,Sales Executive,1,Divorced,6108,16130,8,Y,Yes,21,4,3,80,2,27,4,4,16,7,2,6
39,No,Travel_Rarely,118,Sales,7,3,Life Sciences,1,772,4,Female,70,4,5,Sales Executive,1,Single,10433,8286,9,Y,No,25,4,4,80,1,20,3,4,3,3,3,3
28,No,Non-Travel,469,Research & Development,28,5,Other,1,773,1,Female,37,4,5,Laboratory Technician,1,Single,8758,7769,2,Y,No,10,3,1,80,2,9,6,4,7,7,2,7
49,Yes,Travel_Rarely,1281,Research & Development,6,1,Technical Degree,1,774,1,Female,100,2,2,Manufacturing Director,4,Divorced,15243,9624,9,Y,Yes,6,4,1,80,0,31,4,2,12,2,2,5
29,No,Travel_Rarely,1051,Research & Development,16,5,Life Sciences,1,775,4,Female,32,2,2,Research Director,1,Divorced,16764,9079,1,Y,No,7,4,3,80,3,7,0,1,7,7,0,2
31,Yes,Non-Travel,1237,Sales,28,4,Medical,1,776,3,Male,30,4,4,Sales Representative,3,Married,9918,19692,7,Y,No,12,3,1,80,1,10,2,2,10,5,5,7
56,No,Non-Travel,1435,Research & Development,18,5,Medical,1,777,2,Male,36,1,2,Manufacturing Director,4,Divorced,13405,11780,1,Y,No,23,4,4,80,3,35,3,4,19,2,2,4
47,No,Travel_Frequently,990,Research & Development,24,3,Marketing,1,778,4,Male,68,3,4,Healthcare Representative,1,Divorced,19895,2091,9,Y,Yes,18,4,2,80,2,27,4,1,1,1,0,1
24,Yes,Non-Travel,455,Research & Development,20,1,Medical,1,779,2,Male,50,2,3,Research Scientist,1,Divorced,9378,13419,0,Y,Yes,11,3,2,80,2,4,2,2,4,4,0,4
41,Yes,Travel_Rarely,602,Human Resources,26,1,Life Sciences,1,780,2,Female,54,4,3,Human Resources,4,Married,8345,7315,0,Y,Yes,14,3,2,80,2,20,6,1,13,10,4,4
52,Yes,Travel_Rarely,392,Sales,25,2,Marketing,1,781,4,Male,61,1,2,Sales Executive,4,Single,5863,18266,5,Y,Yes,17,3,3,80,0,34,2,3,13,6,2,1
18,Yes,Travel_Rarely,255,Human Resources,11,5,Marketing,1,782,4,Female,59,2,5,Human Resources,2,Single,16625,5272,9,Y,No,20,4,4,80,1,1,3,3,1,1,1,1
50,Yes,Non-Travel,745,Research & Development,15,4,Life Sciences,1,783,1,Female,47,2,5,Research Scientist,1,Married,10800,10863,3,Y,No,6,3,3,80,3,28,6,2,1,1,1,1
38,No,Travel_Rarely,1054,Research & Development,8,2,Other,1,784,1,Male,46,2,5,Research Scientist,2,Married,10550,14267,0,Y,Yes,13,3,3,80,0,20,5,3,15,8,7,3
18,No,Travel_Frequently,833,Research & Development,7,4,Technical Degree,1,785,4,Female,37,3,4,Manufacturing Director,3,Divorced,5121,7437,3,Y,No,15,4,1,80,3,1,5,3,1,1,1,1
51,Yes,Non-Travel,1448,Sales,13,5,Medical,1,786,3,Male,51,3,4,Sales Manager,1,Divorced,6106,13875,2,Y,Yes,14,3,4,80,3,29,4,2,17,5,5,8
40,Yes,Travel_Rarely,285,Sales,15,5,Medical,1,787,3,Male,51,1,4,Sales Manager,2,Single,2416,7325,2,Y,No,12,4,1,80,1,22,4,1,14,4,4,3
46,Yes,Travel_Frequently,138,Research & Development,12,4,Technical Degree,1,788,2,Male,59,1,3,Research Director,2,Single,3289,22136,6,Y,Yes,7,3,3,80,0,25,4,2,6,2,2,5
37,Yes,Travel_Rarely,675,Research & Development,1,1,Human Resources,1,789,4,Female,81,4,1,Manufacturing Director,2,Single,15106,5633,8,Y,No,18,3,4,80,0,16,1,3,15,8,0,6
54,No,Travel_Rarely,940,Research & Development,27,4,Medical,1,790,1,Female,44,3,4,Research Director,4,Single,8495,2407,6,Y,Yes,25,4,3,80,0,37,1,2,5,4,1,4
35,No,Travel_Frequently,468,Research & Development,12,2,Technical Degree,1,791,3,Female,35,4,4,Manufacturing Director,3,Single,11578,11091,7,Y,Yes,18,3,1,80,3,16,0,4,2,2,2,2
49,No,Travel_Frequently,548,Research & Development,8,3,Other,1,792,4,Male,64,2,2,Research Scientist,3,Single,7512,13316,7,Y,No,18,4,4,80,2,29,1,1,9,5,1,8
52,No,Travel_Rarely,1437,Research & Development,23,2,Technical Degree,1,793,3,Female,31,2,5,Manufacturing Director,3,Divorced,4071,2105,7,Y,Yes,24,4,4,80,0,31,1,3,7,7,6,5
35,Yes,Travel_Rarely,292,Research & Development,18,5,Human Resources,1,794,2,Male,67,3,5,Research Scientist,4,Married,15453,9278,1,Y,No,19,4,1,80,1,15,5,4,14,1,1,8
46,No,Travel_Rarely,222,Sales,18,3,Technical Degree,1,795,1,Female,49,1,4,Sales Executive,3,Married,3099,16837,1,Y,No,20,3,3,80,1,26,5,1,10,2,2,9
53,Yes,Travel_Rarely,603,Sales,29,3,Medical,1,796,2,Female,57,4,4,Sales Representative,1,Single,18685,2886,0,Y,Yes,17,4,4,80,0,32,5,4,8,8,4,7
26,No,Non-Travel,1128,Sales,20,2,Technical Degree,1,797,4,Male,72,4,5,Sales Representative,2,Divorced,9144,24159,0,Y,Yes,24,3,4,80,2,8,2,2,8,8,6,6
57,No,Travel_Frequently,637,Sales,21,1,Other,1,798,1,Female,84,4,3,Sales Manager,4,Married,3922,24942,4,Y,Yes,7,4,4,80,0,39,1,2,5,3,1,5
43,No,Travel_Frequently,1250,Research & Development,27,1,Technical Degree,1,799,4,Male,49,2,5,Healthcare Representative,1,Divorced,5932,15719,9,Y,No,15,3,4,80,1,21,4,1,19,9,2,8
37,No,Travel_Frequently,1410,Sales,23,4,Human Resources,1,800,4,Female,32,4,1,Sales Executive,1,Single,11911,5701,9,Y,No,14,4,4,80,1,19,0,2,8,2,2,6
46,Yes,Travel_Frequently,1054,Human Resources,30,3,Marketing,1,801,4,Male,98,1,3,Human Resources,4,Single,4468,5658,8,Y,Yes,18,4,3,80,1,29,5,2,9,4,0,3
59,Yes,Travel_Rarely,944,Sales,1,4,Other,1,802,1,Male,68,2,2,Sales Manager,1,Single,7114,3393,3,Y,No,19,3,1,80,0,40,1,4,2,2,2,1
28,No,Non-Travel,1413,Sales,22,2,Other,1,803,4,Female,89,1,5,Sales Representative,1,Divorced,8024,22687,0,Y,No,13,3,4,80,2,9,5,1,5,5,5,5
28,No,Non-Travel,1477,Research & Development,8,4,Medical,1,804,4,Female,63,3,1,Healthcare Representative,2,Married,8377,11195,9,Y,No,13,3,3,80,1,6,4,3,6,1,1,6
23,Yes,Travel_Frequently,419,Human Resources,29,3,Other,1,805,2,Male,58,1,3,Human Resources,3,Single,4949,17025,5,Y,Yes,16,3,4,80,1,2,6,4,2,2,0,2
42,No,Travel_Frequently,262,Research & Development,10,2,Marketing,1,806,2,Female,98,1,3,Manufacturing Director,4,Single,18424,16405,0,Y,No,16,4,3,80,1,22,0,2,12,4,4,5
54,No,Non-Travel,1337,Sales,7,2,Human Resources,1,807,3,Female,97,2,4,Sales Representative,3,Married,17191,15361,2,Y,Yes,14,3,4,80,3,33,1,2,14,1,1,7
29,No,Travel_Rarely,806,Human Resources,13,2,Technical Degree,1,808,2,Female,78,2,1,Human Resources,3,Single,8197,21997,1,Y,No,23,3,4,80,3,10,4,4,10,10,6,3
46,Yes,Travel_Frequently,509,Sales,6,4,Life Sciences,1,809,2,Male,97,2,2,Sales Executive,4,Married,12727,8212,0,Y,Yes,24,3,1,80,2,28,0,1,9,9,3,2
21,No,Non-Travel,134,Human Resources,28,2,Human Resources,1,810,2,Female,56,3,3,Human Resources,4,Married,5873,18927,4,Y,No,23,4,2,80,1,4,4,1,4,2,2,4
60,No,Travel_Rarely,163,Human Resources,20,2,Other,1,811,4,Female,92,3,3,Human Resources,2,Married,9606,15979,2,Y,Yes,18,3,1,80,0,38,3,3,17,3,3,6
23,Yes,Travel_Rarely,113,Human Resources,4,3,Medical,1,812,1,Female,69,3,4,Human Resources,2,Divorced,11515,10123,8,Y,Yes,14,4,3,80,3,4,0,2,4,4,4,3
57,Yes,Non-Travel,276,Research & Development,21,1,Life Sciences,1,813,2,Female,52,1,4,Manufacturing Director,4,Married,15731,3474,2,Y,Yes,9,4,2,80,3,35,3,2,16,6,0,4
29,Yes,Travel_Rarely,745,Sales,16,3,Technical Degree,1,814,1,Female,38,3,5,Sales Manager,1,Married,9388,2168,6,Y,No,20,4,4,80,0,7,5,1,7,7,6,3
33,No,Non-Travel,805,Research & Development,9,5,Marketing,1,815,4,Male,74,3,3,Research Director,3,Divorced,2047,19845,0,Y,No,7,3,3,80,3,15,5,4,3,3,3,3
60,No,Travel_Rarely,1205,Sales,1,1,Other,1,816,1,Male,65,2,1,Sales Representative,1,Married,5841,2602,9,Y,Yes,12,3,2,80,0,39,3,4,1,1,1,1
20,Yes,Travel_Frequently,1345,Human Resources,15,3,Human Resources,1,817,2,Male,73,4,3,Manager,2,Divorced,7159,4966,8,Y,No,17,4,2,80,0,2,5,3,1,1,1,1
21,No,Travel_Rarely,184,Sales,16,4,Marketing,1,818,2,Male,45,3,5,Sales Executive,1,Divorced,7511,21643,0,Y,Yes,24,3,1,80,0,3,5,2,3,3,3,1
42,No,Travel_Rarely,166,Sales,6,3,Human Resources,1,819,3,Male,67,1,3,Sales Manager,2,Single,15214,16903,6,Y,No,10,3,4,80,0,21,3,1,6,2,1,6
41,Yes,Travel_Frequently,1364,Human Resources,29,4,Other,1,820,4,Female,73,4,5,Human Resources,4,Married,4406,9991,3,Y,No,23,4,4,80,1,19,6,2,15,2,2,7
38,Yes,Travel_Frequently,112,Research & Development,18,3,Medical,1,821,3,Female,57,1,4,Laboratory Technician,1,Single,16693,14722,4,Y,No,21,4,4,80,0,16,0,2,5,5,5,5
45,Yes,Non-Travel,1313,Human Resources,20,1,Medical,1,822,2,Male,45,1,4,Human Resources,3,Married,3435,7403,8,Y,No,6,3,2,80,2,27,4,1,4,1,1,4
30,No,Travel_Frequently,1049,Human Resources,21,5,Technical Degree,1,823,3,Female,74,3,2,Manager,2,Married,6359,18154,2,Y,No,14,4,1,80,0,11,2,3,2,1,1,1
39,No,Travel_Frequently,776,Human Resources,18,1,Life Sciences,1,824,2,Male,80,3,5,Human Resources,1,Divorced,11273,15308,9,Y,No,10,3,4,80,0,20,0,4,12,6,3,5
42,Yes,Non-Travel,368,Sales,15,4,Life Sciences,1,825,1,Male,55,3,3,Sales Executive,1,Single,2525,13577,0,Y,Yes,7,4,3,80,3,22,5,2,15,3,3,7
32,Yes,Travel_Frequently,253,Sales,15,4,Life Sciences,1,826,4,Male,56,3,1,Sales Representative,3,Married,11903,10037,9,Y,No,23,4,1,80,2,10,2,4,10,3,2,5
38,Yes,Travel_Frequently,928,Human Resources,30,1,Marketing,1,827,2,Female,57,1,1,Manager,2,Divorced,11841,16079,8,Y,No,15,4,3,80,0,21,2,4,19,9,6,7
18,Yes,Travel_Frequently,435,Research & Development,3,4,Life Sciences,1,828,2,Female,33,4,4,Laboratory Technician,2,Divorced,8082,21774,8,Y,No,16,4,2,80,3,1,5,2,1,1,1,1
26,Yes,Travel_Rarely,999,Sales,8,4,Marketing,1,829,3,Male,90,2,2,Sales Executive,2,Divorced,7417,9758,2,Y,Yes,24,3,1,80,1,7,1,2,7,7,2,5
24,No,Non-Travel,1338,Sales,17,1,Life Sciences,1,830,3,Female,97,4,2,Sales Manager,3,Divorced,4313,6893,4,Y,No,24,3,1,80,1,4,6,3,4,4,4,4
26,No,Non-Travel,537,Sales,18,4,Marketing,1,831,4,Female,49,2,5,Sales Manager,4,Single,10056,8039,3,Y,Yes,18,3,4,80,0,4,1,4,1,1,1,1
44,No,Non-Travel,1358,Human Resources,7,4,Marketing,1,832,3,Male,70,2,1,Manager,1,Married,12979,7553,8,Y,No,24,4,1,80,3,24,6,4,2,2,2,1
26,Yes,Travel_Frequently,980,Human Resources,6,1,Other,1,833,2,Female,50,4,4,Manager,3,Married,2079,2451,6,Y,Yes,6,3,4,80,2,7,3,3,7,3,3,7
46,No,Travel_Frequently,627,Human Resources,23,5,Technical Degree,1,834,1,Female,94,3,1,Human Resources,3,Married,4535,16000,9,Y,No,6,4,2,80,1,29,6,2,16,10,4,10
45,No,Travel_Rarely,1361,Human Resources,4,2,Medical,1,835,1,Female,66,3,5,Human Resources,1,Single,12798,20428,2,Y,No,15,3,1,80,2,23,5,2,6,6,1,2
28,No,Non-Travel,1126,Human Resources,27,5,Human Resources,1,836,4,Male,97,4,4,Manager,1,Single,18822,6631,2,Y,No,9,3,3,80,2,8,0,3,8,8,7,2
42,Yes,Travel_Rarely,1491,Human Resources,10,2,Other,1,837,4,Male,71,3,5,Manager,2,Divorced,2802,18885,7,Y,No,18,4,2,80,2,25,6,1,19,10,4,7
43,Yes,Travel_Rarely,1020,Human Resources,13,5,Life Sciences,1,838,4,Male,94,4,4,Human Resources,3,Single,12441,15315,2,Y,No,13,4,3,80,0,21,3,3,4,4,4,4
29,Yes,Travel_Frequently,831,Research & Development,15,4,Marketing,1,839,3,Female,39,3,1,Research Scientist,1,Married,3883,15589,5,Y,No,17,4,2,80,3,11,2,2,11,9,2,5
50,Yes,Travel_Frequently,1026,Research & Development,14,1,Medical,1,840,3,Female,32,1,5,Laboratory Technician,3,Married,4081,10033,0,Y,No,18,3,2,80,3,32,4,2,8,6,6,1
